"Company";"TypeName";"Inches";"resolution_height";"touchscreen";"resolution_width";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"secondary_storage";"primrary_storage";"memory_type";"gpu_brand";"OpSys";"Weight";"Price";"id"
"Lenovo";"Notebook";14.0;1080;0;1920;"Intel";"Core i3";2.7;4;0;128;"SSD";"Intel";"windows";1.7;31915;396
"Acer";"Notebook";11.6;768;0;1366;"Intel";"Pentium Quad";1.6;4;0;128;"Flash Storage";"Intel";"windows";1.4;25841;397
"Toshiba";"Notebook";15.6;768;0;1366;"Intel";"Core i3";2.2;4;0;500;"HDD";"Intel";"windows";2.1;23816;398
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";2.5;4;0;1024;"HDD";"Nvidia";"other";2.2;26587;399
"Lenovo";"Notebook";13.3;1080;0;1920;"Intel";"Core i3";2.4;4;0;128;"SSD";"Intel";"windows";1.5;29251;400
"HP";"Gaming";17.3;1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";3.78;79813;401
"Lenovo";"Notebook";17.3;900;0;1600;"Intel";"Core i5";2.5;6;1024;128;"Hybrid";"Nvidia";"windows";2.8;38308;402
"Dell";"Notebook";14.0;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.6;45768;403
"Dell";"Notebook";14.0;1080;0;1920;"Intel";"Core i3";2.0;4;0;128;"SSD";"Intel";"windows";1.6;39207;404
"HP";"Notebook";13.3;1080;0;1920;"Intel";"Core i5";2.5;4;0;256;"SSD";"Intel";"windows";1.32;37243;405
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i3";2.0;4;0;1024;"HDD";"Intel";"windows";1.85;22106;406
"Asus";"Notebook";15.6;768;0;1366;"AMD";"A9-Series 9420";3.0;4;0;1024;"HDD";"AMD";"windows";2.03;21472;407
"Acer";"2 in 1 Convertible";13.3;1080;1;1920;"Intel";"Core i5";2.3;8;0;256;"SSD";"Intel";"windows";1.6;36710;408
"Dell";"Workstation";15.6;1080;0;1920;"Intel";"Core i5";2.6;8;0;500;"HDD";"AMD";"windows";2.23;72940;409
"Asus";"Ultrabook";14.0;1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Nvidia";"windows";1.3;63563;410
"Toshiba";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;0;500;"HDD";"Intel";"windows";2.0;45821;411
"HP";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;0;1024;"HDD";"Intel";"windows";1.86;34046;412
"Dell";"Workstation";15.6;1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Nvidia";"windows";2.0;113753;413
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.7;16;0;256;"SSD";"AMD";"linux";2.36;47899;414
"Acer";"Notebook";17.3;1080;0;1920;"Intel";"Core i3";2.7;4;0;1024;"HDD";"Nvidia";"windows";3.0;34898;415
"HP";"Notebook";14.0;1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.48;68838;416
"Lenovo";"Workstation";15.6;2160;0;3840;"Intel";"Core i7";2.8;16;0;512;"SSD";"Nvidia";"windows";2.3;130270;417
"Asus";"Notebook";15.6;2160;0;3840;"Intel";"Core i7";2.7;8;1024;256;"Hybrid";"Nvidia";"windows";2.0;69211;418
"Lenovo";"Notebook";15.6;768;0;1366;"Intel";"Core i3";2.0;8;0;256;"SSD";"Nvidia";"other";2.2;26587;419
"MSI";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";2.2;69211;420
"Mediacom";"Notebook";13.3;1080;0;1920;"Intel";"Celeron Quad";1.1;4;0;32;"SSD";"Intel";"windows";1.2;19660;421
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.9;16;0;512;"SSD";"Nvidia";"windows";2.5;130483;422
"Acer";"Notebook";15.6;768;0;1366;"Intel";"Core i3";2.0;4;0;1024;"HDD";"Intel";"linux";2.1;20779;423
"Lenovo";"2 in 1 Convertible";14.0;1440;1;2560;"Intel";"Core i7";2.7;16;0;512;"SSD";"Intel";"windows";1.42;133680;424
"Lenovo";"Notebook";17.3;900;0;1600;"Intel";"Core i5";2.5;4;0;1024;"HDD";"Nvidia";"windows";2.79;31382;425
"Lenovo";"Ultrabook";14.0;1080;0;1920;"Intel";"Core i7";2.6;12;0;256;"SSD";"Intel";"windows";8.4;89137;426
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";1.8;8;1024;128;"Hybrid";"AMD";"windows";2.36;52161;427
"Acer";"Notebook";14.0;768;0;1366;"Intel";"Pentium Quad";1.6;4;0;128;"Flash Storage";"Intel";"windows";1.6;18595;428
"Lenovo";"Notebook";15.6;768;1;1366;"Intel";"Core i7";1.8;12;0;1024;"HDD";"Intel";"windows";2.2;32448;429
"HP";"Ultrabook";13.3;1800;0;3200;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.34;61006;430
"HP";"Notebook";17.3;1080;0;1920;"Intel";"Core i3";2.0;4;0;256;"SSD";"AMD";"windows";2.5;37243;431
"Dell";"2 in 1 Convertible";11.6;768;1;1366;"Intel";"Pentium Quad";1.6;4;0;500;"HDD";"Intel";"windows";1.47;25521;432
"Lenovo";"Notebook";15.6;2160;0;3840;"Intel";"Xeon E3-1535M";3.1;32;0;1024;"SSD";"Nvidia";"windows";2.5;261019;433
"Lenovo";"2 in 1 Convertible";13.3;1080;1;1920;"Intel";"Core i7";1.8;8;0;512;"SSD";"Intel";"windows";1.19;79867;434
"Lenovo";"Notebook";15.6;768;0;1366;"Intel";"Celeron Quad";1.6;8;0;1024;"HDD";"Intel";"other";2.2;17529;435
"Asus";"Gaming";17.3;1080;0;1920;"Intel";"Core i5";2.5;8;1024;128;"Hybrid";"Nvidia";"windows";2.73;94306;436
"Dell";"Gaming";17.3;2160;0;3840;"Intel";"Core i7";2.8;32;1024;1024;"Hybrid";"Nvidia";"windows";4.36;194973;437
"Acer";"Gaming";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;0;1024;"HDD";"Nvidia";"linux";2.4;42517;438
"Dell";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.6;16;0;1024;"HDD";"Nvidia";"windows";2.59;46834;439
"Lenovo";"Ultrabook";14.0;1080;0;1920;"Intel";"Core i7";2.7;16;0;512;"SSD";"Intel";"windows";1.7;122491;440
"Dell";"Notebook";17.3;1080;0;1920;"Intel";"Core i7";2.7;8;0;1024;"HDD";"Nvidia";"windows";4.42;109011;441
"MSI";"Gaming";17.3;1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.7;71847;442
"Asus";"2 in 1 Convertible";15.6;768;1;1366;"Intel";"Core i5";2.5;8;0;1024;"HDD";"Intel";"windows";2.2;39374;443
"Dell";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.9;16;1024;256;"Hybrid";"Nvidia";"windows";3.49;149917;444
"Lenovo";"Notebook";15.6;768;0;1366;"Intel";"Core i5";2.5;4;0;1024;"HDD";"Intel";"other";1.9;26102;445
"Asus";"Notebook";15.6;768;0;1366;"AMD";"E-Series 7110";1.8;4;0;500;"HDD";"AMD";"windows";2.0;18595;446
"Microsoft";"Ultrabook";33.5;1504;1;2256;"Intel";"Core i7";2.5;8;0;256;"SSD";"Intel";"windows";1.25;95851;447
"Dell";"2 in 1 Convertible";13.3;1080;1;1920;"Intel";"Core i3";2.4;4;0;1024;"HDD";"Intel";"windows";1.71;34579;448
"Microsoft";"Ultrabook";13.5;1504;1;2256;"Intel";"Core M";2.2;4;0;128;"SSD";"Intel";"windows";0.0;52694;449
"Dell";"Notebook";15.6;768;0;1366;"Intel";"Core i3";2.0;4;0;1024;"HDD";"Intel";"linux";2.18;23651;450
"MSI";"Gaming";14.0;1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";1.6;100752;451
"HP";"Notebook";15.6;768;0;1366;"Intel";"Core i5";2.5;4;0;500;"HDD";"AMD";"windows";1.86;32640;452
"Dell";"Notebook";15.6;768;0;1366;"Intel";"Core i5";2.5;8;0;1024;"HDD";"AMD";"linux";2.32;31410;453
"HP";"Notebook";17.3;900;0;1600;"Intel";"Core i3";2.0;8;0;256;"SSD";"Intel";"windows";2.5;34094;454
"MSI";"Gaming";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;1024;128;"Hybrid";"Nvidia";"windows";2.2;58022;455
"Dell";"Notebook";15.6;768;0;1366;"Intel";"Core i3";2.0;4;0;1024;"HDD";"Intel";"linux";2.25;19128;456
"Lenovo";"Notebook";15.6;1080;0;1920;"AMD";"A12-Series 9720P";3.6;12;0;512;"SSD";"AMD";"windows";2.2;50563;457
"HP";"Notebook";15.6;1080;0;1920;"AMD";"A9-Series 9420";3.0;4;0;1024;"HDD";"AMD";"windows";2.1;26054;458
"Dell";"Notebook";15.6;768;0;1366;"Intel";"Core i3";2.0;4;0;1024;"HDD";"AMD";"windows";2.2;29073;459
"HP";"Notebook";15.6;1080;0;1920;"Intel";"Core i3";2.4;4;0;128;"SSD";"Intel";"windows";2.1;37589;460
"Dell";"Notebook";15.6;768;0;1366;"Intel";"Core i5";2.6;4;0;500;"HDD";"Intel";"linux";1.93;46300;461
"Lenovo";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;4;0;1024;"HDD";"Nvidia";"windows";2.4;53227;462
"HP";"Notebook";17.3;1080;0;1920;"AMD";"A10-Series 9600P";2.4;6;0;2048;"HDD";"AMD";"windows";2.65;30316;463
"Acer";"Gaming";17.3;1080;0;1920;"Intel";"Core i7";2.6;16;1024;128;"Hybrid";"Nvidia";"windows";4.2;103097;464
"Asus";"Gaming";17.3;1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";3.0;62231;465
"HP";"2 in 1 Convertible";15.6;768;1;1366;"Intel";"Core i5";2.5;4;0;500;"HDD";"Intel";"windows";2.3;36486;466
"Acer";"Notebook";15.6;1080;0;1920;"Intel";"Core i3";2.0;4;0;1024;"HDD";"Nvidia";"windows";2.23;28984;467
"Acer";"Gaming";17.3;1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";4.2;122491;468
"Lenovo";"Notebook";15.6;768;0;1366;"Intel";"Celeron Dual";1.6;4;0;500;"HDD";"Intel";"windows";2.1;16943;469
"Asus";"Notebook";14.1;768;0;1366;"Intel";"Celeron Dual";1.1;4;0;32;"Flash Storage";"Intel";"windows";1.65;18541;470
"HP";"Ultrabook";15.6;1080;0;1920;"Intel";"Core i7";2.7;8;0;512;"SSD";"Intel";"windows";1.84;74006;471
"Dell";"2 in 1 Convertible";31.6;768;1;1366;"Intel";"Core M";1.0;4;0;128;"SSD";"Intel";"windows";1.39;32128;472
"Dell";"Notebook";15.6;768;0;1366;"Intel";"Core i5";2.5;12;0;1024;"HDD";"Intel";"windows";2.25;34579;473
"Acer";"Netbook";11.6;768;0;1366;"Intel";"Celeron Dual";1.6;4;0;128;"SSD";"Intel";"windows";1.4;23177;474
"Samsung";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.8;16;1024;128;"Hybrid";"Nvidia";"windows";2.5;90523;475
"Dell";"Gaming";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Nvidia";"windows";2.62;52481;476
"Acer";"Notebook";14.0;768;0;1366;"Intel";"Celeron Dual";1.6;4;0;32;"Flash Storage";"Intel";"other";1.45;19980;477
"Lenovo";"Notebook";14.0;1080;0;1920;"Intel";"Core i5";2.5;4;0;500;"HDD";"Intel";"windows";1.87;41825;478
"HP";"Notebook";15.6;1080;0;1920;"AMD";"A9-Series A9-9420";3.0;6;1024;128;"Hybrid";"AMD";"windows";2.1;34632;479
"MSI";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";2.94;120832;480
"Asus";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;0;1024;"HDD";"Intel";"windows";2.37;39907;481
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.5;8;0;1024;"HDD";"Nvidia";"windows";2.2;35644;482
"Lenovo";"Notebook";14.0;1080;0;1920;"Intel";"Core i5";2.5;4;0;256;"SSD";"Intel";"windows";1.7;37243;483
"Asus";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.24;71342;484
"Acer";"2 in 1 Convertible";11.6;768;1;1366;"Intel";"Celeron Quad";1.6;4;0;32;"Flash Storage";"Intel";"other";1.25;20193;485
"Lenovo";"Notebook";17.3;1080;0;1920;"Intel";"Core i3";2.0;4;0;500;"HDD";"Intel";"other";2.8;28185;486
"Acer";"Notebook";15.6;768;0;1366;"Intel";"Core i5";2.5;4;0;500;"HDD";"Intel";"windows";2.4;29784;487
"HP";"Workstation";17.3;1080;0;1920;"Intel";"Core i7";2.8;8;0;500;"HDD";"Nvidia";"windows";3.14;101658;488
"Dell";"Notebook";15.6;768;0;1366;"Intel";"Pentium Quad";1.6;4;0;500;"HDD";"Intel";"windows";2.2;19660;489
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";2.3;4;0;1024;"HDD";"Intel";"other";2.15;24634;490
"HP";"Notebook";14.0;768;0;1366;"Intel";"Core i5";2.6;8;0;256;"SSD";"Intel";"windows";2.31;59887;491
"Vero";"Notebook";14.0;1080;0;1920;"Intel";"Celeron Dual";1.1;4;0;32;"Flash Storage";"Intel";"windows";1.22;10811;492
"Lenovo";"Notebook";15.6;768;0;1366;"Intel";"Core i3";2.3;8;0;1024;"HDD";"Intel";"windows";2.29;24456;493
"Lenovo";"Notebook";14.0;1080;0;1920;"Intel";"Core i7";2.7;8;0;512;"SSD";"AMD";"other";1.5;42571;494
"Lenovo";"Notebook";13.3;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.44;51149;495
"Lenovo";"2 in 1 Convertible";14.0;1440;1;2560;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.42;137995;496
"Lenovo";"2 in 1 Convertible";13.3;1080;1;1920;"Intel";"Core i7";2.7;8;0;512;"SSD";"Intel";"windows";1.37;107892;497
"HP";"2 in 1 Convertible";13.3;1080;1;1920;"Intel";"Core i5";2.5;4;0;256;"SSD";"Intel";"windows";1.28;95851;498
"Lenovo";"Notebook";14.0;1080;0;1920;"Intel";"Core i5";2.3;8;0;256;"SSD";"Intel";"windows";1.65;78055;499
"Lenovo";"Notebook";14.0;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.7;78535;500
"HP";"Notebook";15.6;1080;0;1920;"Intel";"Core i3";2.0;4;0;500;"HDD";"Intel";"windows";1.86;21152;501
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.7;8;0;512;"SSD";"Intel";"windows";1.99;92121;502
"Dell";"2 in 1 Convertible";12.5;1080;1;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.34;88978;503
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i3";2.0;4;0;128;"SSD";"Intel";"windows";2.2;26587;504
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.9;59513;505
"Dell";"Gaming";17.3;1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";4.42;143803;506
"Dell";"Workstation";15.6;1080;1;1920;"Intel";"Core i7";2.8;8;0;256;"SSD";"Nvidia";"windows";2.06;93933;507
"HP";"Notebook";17.3;900;0;1600;"Intel";"Core i3";2.0;8;0;1024;"HDD";"Intel";"windows";2.65;28992;508
"Asus";"Ultrabook";14.0;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.1;60473;509
"Lenovo";"2 in 1 Convertible";13.3;1080;1;1920;"Intel";"Core i7";2.7;8;0;512;"SSD";"Intel";"windows";1.37;104962;510
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";1.6;4;0;1024;"HDD";"AMD";"windows";2.2;41345;511
"HP";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.84;64948;512
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.7;4;0;1024;"HDD";"Intel";"windows";1.85;41505;513
"HP";"Notebook";17.3;1080;0;1920;"Intel";"Core i7";2.7;8;0;1024;"HDD";"Nvidia";"windows";2.63;68198;514
"HP";"2 in 1 Convertible";11.6;768;1;1366;"Intel";"Celeron Dual";1.1;8;0;64;"Flash Storage";"Intel";"other";1.4;26374;515
"Dell";"Notebook";15.6;768;0;1366;"Intel";"Core i3";2.0;4;0;1024;"HDD";"AMD";"linux";2.18;24280;516
"Asus";"Notebook";15.6;768;0;1366;"Intel";"Celeron Dual";1.1;4;0;500;"HDD";"Intel";"linux";2.0;11935;517
"Lenovo";"2 in 1 Convertible";15.6;1080;1;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"AMD";"windows";2.08;51096;518
"Fujitsu";"Notebook";15.6;768;0;1366;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";2.2;42571;519
"HP";"Notebook";15.6;768;0;1366;"Intel";"Core i5";2.3;4;0;500;"HDD";"Intel";"windows";1.88;49657;520
"HP";"Notebook";15.6;768;0;1366;"Intel";"Core i3";2.4;4;0;500;"HDD";"Intel";"windows";2.1;35617;521
"Apple";"Ultrabook";12.0;1440;0;2304;"Intel";"Core M";1.2;8;0;512;"Flash Storage";"Intel";"macos";0.0;62071;522
"Mediacom";"Notebook";13.3;1080;0;1920;"Intel";"Atom x5-Z8350";1.4;4;0;32;"Flash Storage";"Intel";"windows";1.35;13586;523
"HP";"Workstation";15.6;1080;0;1920;"Intel";"Core i7";2.8;16;0;256;"SSD";"Nvidia";"windows";2.6;128884;524
"Mediacom";"Notebook";14.0;1080;0;1920;"Intel";"Atom x5-Z8350";1.4;2;0;32;"Flash Storage";"Intel";"windows";1.4;12734;525
"LG";"Ultrabook";15.6;1080;0;1920;"Intel";"Core i7";1.8;8;0;512;"SSD";"Intel";"windows";1.09;122491;526
"Lenovo";"2 in 1 Convertible";14.0;1440;1;2560;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.42;124142;527
"Toshiba";"Notebook";13.3;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.5;51841;528
"Acer";"Notebook";14.0;1080;0;1920;"Intel";"Celeron Quad";1.1;4;0;32;"Flash Storage";"Intel";"windows";1.6;17529;529
"Asus";"Notebook";14.0;768;0;1366;"Intel";"Celeron Dual";1.1;4;0;32;"Flash Storage";"Intel";"windows";1.63;15931;530
"Lenovo";"Notebook";17.3;900;0;1600;"Intel";"Core i7";2.7;6;1024;128;"Hybrid";"Nvidia";"windows";2.8;50563;531
"MSI";"Gaming";17.3;1080;0;1920;"Intel";"Core i7";2.7;16;1024;128;"Hybrid";"Nvidia";"windows";4.14;117163;532
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";2.5;4;0;128;"SSD";"Intel";"other";2.2;24935;533
"Dell";"2 in 1 Convertible";13.3;1080;1;1920;"Intel";"Core i5";1.6;8;0;1024;"HDD";"Intel";"windows";1.55;35112;534
"Dell";"Notebook";15.6;768;0;1366;"Intel";"Core i3";2.0;4;0;1024;"HDD";"AMD";"linux";2.18;24775;535
"HP";"Notebook";15.6;1080;0;1920;"AMD";"A10-Series A10-9620P";2.5;6;0;128;"SSD";"AMD";"windows";1.91;30311;536
"Dell";"Notebook";15.6;768;0;1366;"Intel";"Core i5";2.5;8;0;128;"SSD";"Intel";"windows";1.95;43157;537
"Acer";"Netbook";11.6;768;0;1366;"Intel";"Celeron Dual";1.6;4;0;32;"Flash Storage";"Intel";"windows";1.4;14332;538
"Asus";"Gaming";17.3;1080;0;1920;"Intel";"Core i5";2.5;12;1024;128;"Hybrid";"Nvidia";"windows";2.2;72988;539
"Acer";"Gaming";15.6;1080;0;1920;"Intel";"Core i5";2.5;16;0;256;"SSD";"Nvidia";"windows";2.5;69211;540
"Asus";"2 in 1 Convertible";13.3;1080;1;1920;"Intel";"Core i5";2.5;6;0;1024;"HDD";"Intel";"windows";1.5;34046;541
"Lenovo";"2 in 1 Convertible";13.9;1080;1;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.38;71875;542
"Lenovo";"2 in 1 Convertible";14.0;1080;1;1920;"Intel";"Core i7";2.7;16;0;512;"SSD";"Intel";"windows";1.38;93187;543
"MSI";"Gaming";15.6;2160;0;3840;"Intel";"Core i7";2.8;16;2048;256;"Hybrid";"Nvidia";"windows";1.8;122491;544
"Acer";"Netbook";11.6;768;0;1366;"Intel";"Celeron Dual";1.6;4;0;32;"Flash Storage";"Intel";"other";1.25;15824;545
"Asus";"Ultrabook";14.0;1080;0;1920;"Intel";"Core i7";2.7;16;0;512;"SSD";"Intel";"windows";11.1;101232;546
"MSI";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";1.8;111594;547
"Dell";"Notebook";15.6;768;0;1366;"Intel";"Core i3";2.0;4;0;1024;"HDD";"AMD";"windows";2.18;32922;548
"MSI";"Gaming";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Nvidia";"windows";2.2;53168;549
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i3";2.0;8;0;256;"SSD";"AMD";"windows";2.0;39374;550
"Asus";"2 in 1 Convertible";12.5;1080;1;1920;"Intel";"Core M";0.9;4;0;64;"Flash Storage";"Intel";"other";1.2;35644;551
"Toshiba";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.5;8;0;256;"SSD";"Intel";"windows";2.2;74539;552
"Dell";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";2.62;78801;553
"Lenovo";"Notebook";17.3;900;0;1600;"AMD";"A4-Series 7210";2.2;4;0;500;"HDD";"AMD";"windows";2.8;20193;554
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";2.5;6;0;1024;"HDD";"Intel";"windows";2.4;30050;555
"Acer";"2 in 1 Convertible";11.6;1080;1;1920;"Intel";"Celeron Dual";2.0;4;0;32;"Flash Storage";"Intel";"windows";1.25;18595;556
"HP";"Workstation";15.6;1080;0;1920;"Intel";"Core i7";2.8;8;0;256;"SSD";"Nvidia";"windows";3.14;110018;557
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";1.6;4;0;256;"SSD";"Intel";"windows";1.8;44169;558
"HP";"Notebook";14.0;1080;0;1920;"Intel";"Core i5";2.5;4;0;128;"SSD";"Intel";"windows";1.95;67399;559
"Toshiba";"Ultrabook";13.3;1080;1;1920;"Intel";"Core i7";2.5;16;0;512;"SSD";"Intel";"windows";1.36;100007;560
"Asus";"Notebook";15.6;768;0;1366;"Intel";"Celeron Dual";1.1;4;0;128;"SSD";"Intel";"windows";1.86;22324;561
"Acer";"Notebook";15.6;768;0;1366;"Intel";"Core i3";2.0;4;0;500;"HDD";"Intel";"windows";2.4;21887;562
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i3";2.0;4;0;1024;"HDD";"Nvidia";"windows";2.2;30849;563
"Lenovo";"2 in 1 Convertible";15.6;1080;1;1920;"Intel";"Core i7";2.8;8;0;256;"SSD";"Intel";"windows";2.0;69211;564
"Dell";"Gaming";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;0;1024;"HDD";"Nvidia";"windows";2.56;43636;565
"Dell";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.7;8;1024;128;"Hybrid";"Nvidia";"windows";2.0;64309;566
"Lenovo";"Notebook";15.6;1080;0;1920;"AMD";"A9-Series 9420";2.9;4;0;256;"SSD";"AMD";"windows";2.2;21259;567
"Asus";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";2.37;58555;568
"Dell";"Gaming";15.6;1080;0;1920;"Intel";"Core i5";2.5;16;1024;128;"Hybrid";"Nvidia";"windows";3.21;109277;569
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i3";2.7;4;0;128;"SSD";"Intel";"windows";2.05;33566;570
"HP";"2 in 1 Convertible";13.3;1800;1;3200;"Intel";"Core i7";2.7;16;0;256;"SSD";"Intel";"windows";1.42;74539;571
"Dell";"Notebook";15.6;768;0;1366;"Intel";"Core i3";2.0;8;0;256;"SSD";"Intel";"windows";2.0;35431;572
"Samsung";"Ultrabook";15.0;1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.17;90523;573
"Lenovo";"Notebook";15.6;768;0;1366;"AMD";"A12-Series 9720P";3.6;8;0;1024;"HDD";"AMD";"windows";2.2;22857;574
"Dell";"Ultrabook";13.3;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.29;79867;575
"HP";"Ultrabook";13.3;1800;1;3200;"Intel";"Core M";1.2;16;0;512;"SSD";"Intel";"windows";1.16;104695;576
"Lenovo";"Ultrabook";14.0;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.32;95851;577
"MSI";"Gaming";15.6;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Nvidia";"windows";2.4;63883;578
"Asus";"Notebook";15.6;768;0;1366;"Intel";"Celeron Dual";1.1;8;0;1024;"HDD";"Intel";"windows";2.0;21259;579
"Dell";"Notebook";15.6;2160;1;3840;"Intel";"Core i5";2.5;8;0;256;"SSD";"Nvidia";"windows";2.06;93187;580
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.7;6;0;256;"SSD";"Nvidia";"windows";2.2;42038;581
"Lenovo";"Notebook";15.6;1080;0;1920;"Intel";"Core i5";2.5;4;1024;1024;"HDD";"Intel";"windows";2.1;33111;582
"MSI";"Gaming";17.3;2160;0;3840;"Intel";"Core i7";2.6;16;2048;512;"Hybrid";"Nvidia";"windows";2.43;141139;583
"MSI";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.2;63499;584
"Lenovo";"Notebook";17.3;1080;0;1920;"Intel";"Core i7";2.8;8;0;256;"SSD";"Nvidia";"windows";3.4;159787;585
"Dell";"Netbook";11.6;768;0;1366;"Intel";"Pentium Quad";1.1;4;0;128;"SSD";"Intel";"windows";1.63;39640;586
"Lenovo";"Ultrabook";14.0;1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"Flash Storage";"Intel";"windows";1.13;99900;587
"HP";"Netbook";12.5;768;0;1366;"Intel";"Core i5";2.6;8;0;256;"SSD";"Intel";"windows";1.26;74006;588
"HP";"Notebook";15.6;1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Nvidia";"windows";2.04;54292;589
"Lenovo";"Notebook";15.6;768;0;1366;"Intel";"Core i3";2.0;4;0;500;"HDD";"Intel";"other";1.9;23976;590
"Lenovo";"Gaming";15.6;1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.5;59088;591
"HP";"Notebook";15.6;768;0;1366;"Intel";"Core i3";2.0;4;0;500;"HDD";"Intel";"other";1.86;19442;592
