"index";"Company";"TypeName";"Inches";"screen_size";"resolution_height";"touchscreen";"resolution_width";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"secondary_storage";"primrary_storage";"memory_type";"gpu_brand";"OpSys";"Weight";"Price";"ppi"
369;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";1.8;8;0;512;"SSD";"Nvidia";"windows";2.16;67239;141
370;"Microsoft";"Ultrabook";33.5;"3";1504;1;2256;"Intel";"Core i7";2.5;8;0;256;"SSD";"Intel";"windows";1.25;95851;81
371;"Lenovo";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";3.2;79867;141
372;"HP";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.0;4;0;500;"HDD";"Intel";"other";1.86;19442;100
373;"Dell";"2 in 1 Convertible";15.6;"2";1080;1;1920;"Intel";"Core i7";1.8;8;0;1024;"HDD";"Intel";"windows";2.08;43636;141
374;"Dell";"Notebook";15.6;"2";768;0;1366;"Intel";"Celeron Dual";1.6;4;0;500;"HDD";"Intel";"linux";2.2;14647;100
375;"Asus";"Notebook";35.6;"3";1080;0;1920;"Intel";"Core i3";2.4;8;0;1024;"HDD";"Nvidia";"linux";2.3;31808;62
376;"Dell";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;16;0;512;"SSD";"Nvidia";"windows";2.56;66561;141
377;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i3";2.0;4;0;128;"SSD";"Intel";"windows";2.2;26587;141
378;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.5;8;0;1024;"HDD";"Nvidia";"windows";2.2;35644;141
379;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";2.18;42358;141
380;"Acer";"Notebook";15.6;"2";1080;0;1920;"AMD";"A8-Series 7410";2.2;8;0;256;"SSD";"AMD";"windows";2.23;24988;141
381;"Toshiba";"Notebook";14.0;"1";768;0;1366;"Intel";"Pentium Dual";2.1;4;0;128;"SSD";"Intel";"windows";1.75;26587;112
382;"Dell";"Notebook";14.0;"1";768;0;1366;"Intel";"Core i3";2.3;8;0;128;"SSD";"Intel";"windows";1.79;39427;112
383;"Lenovo";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.5;4;0;256;"SSD";"Intel";"windows";1.7;37243;157
384;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Nvidia";"windows";2.3;53919;141
385;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.8;8;0;256;"SSD";"Intel";"windows";1.9;73367;141
386;"Lenovo";"2 in 1 Convertible";14.0;"1";1080;0;1920;"Intel";"Core i5";1.6;8;0;256;"SSD";"Intel";"windows";1.74;47899;157
387;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.9;59513;141
388;"MSI";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.9;16;1024;512;"Hybrid";"Nvidia";"windows";4.14;145401;127
389;"Lenovo";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Nvidia";"windows";1.87;45768;157
390;"Apple";"Ultrabook";15.4;"2";1800;0;2880;"Intel";"Core i7";2.8;16;0;256;"SSD";"AMD";"macos";1.83;130002;221
391;"HP";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.95;52214;157
392;"Acer";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i3";2.4;4;0;1024;"HDD";"Intel";"windows";2.4;26587;141
393;"Acer";"Notebook";14.0;"1";768;0;1366;"Intel";"Pentium Quad";1.6;4;0;128;"Flash Storage";"Intel";"windows";1.6;18595;112
394;"Lenovo";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.5;8;0;180;"SSD";"Intel";"windows";1.7;72674;157
395;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;16;0;256;"SSD";"Nvidia";"windows";1.93;81912;141
396;"Dell";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i3";2.4;4;0;1024;"HDD";"Intel";"windows";1.71;34579;166
397;"Asus";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.24;71342;141
398;"Toshiba";"Notebook";13.3;"1";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.05;78588;166
399;"Acer";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";1.8;2;0;1024;"HDD";"Nvidia";"windows";2.2;36710;141
400;"HP";"Ultrabook";12.5;"1";1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.26;71129;176
401;"Acer";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i3";2.7;4;0;256;"SSD";"Nvidia";"windows";7.2;30476;141
402;"Asus";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.1;72354;166
403;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i3";2.0;4;0;256;"SSD";"AMD";"windows";2.2;26581;141
404;"Dell";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i5";2.5;8;0;1024;"HDD";"AMD";"windows";2.36;34045;100
405;"Acer";"2 in 1 Convertible";11.6;"1";768;1;1366;"Intel";"Celeron Quad";1.6;4;0;32;"Flash Storage";"Intel";"other";1.25;20193;135
406;"HP";"Notebook";14.0;"1";768;0;1366;"Intel";"Core i5";1.6;4;0;500;"HDD";"Intel";"windows";1.63;38468;112
407;"Asus";"Ultrabook";13.3;"1";1080;1;1920;"Intel";"Core i7";2.7;16;0;512;"SSD";"Intel";"windows";1.1;93181;166
408;"Acer";"Notebook";15.6;"2";768;0;1366;"AMD";"A9-Series 9420";3.0;4;0;500;"HDD";"AMD";"windows";2.1;21312;100
409;"Asus";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.27;49444;166
410;"Acer";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i5";2.5;6;0;1024;"HDD";"Intel";"windows";8.23;29251;100
411;"Lenovo";"Notebook";15.6;"2";768;1;1366;"Intel";"Core i7";1.8;12;0;1024;"HDD";"Intel";"windows";2.2;32448;100
412;"Asus";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;1024;"HDD";"Nvidia";"windows";1.99;48305;141
413;"HP";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";1.6;8;0;1024;"HDD";"Intel";"windows";1.63;43263;157
414;"HP";"Ultrabook";13.3;"1";1800;0;3200;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.34;61006;276
415;"Lenovo";"2 in 1 Convertible";14.0;"1";1080;1;1920;"Intel";"Core i3";2.4;4;0;256;"SSD";"Intel";"windows";1.74;33513;157
416;"Dell";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";4.42;143803;127
417;"HP";"Notebook";15.6;"2";768;0;1366;"Intel";"Pentium Quad";1.6;8;0;2048;"HDD";"Intel";"windows";2.04;20726;100
418;"Asus";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Nvidia";"windows";2.0;40972;141
419;"Lenovo";"Notebook";17.3;"3";1080;0;1920;"Intel";"Core i3";2.0;4;0;500;"HDD";"Intel";"other";2.8;28185;127
420;"Dell";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.4;4;0;1024;"HDD";"Intel";"windows";2.18;31254;100
421;"HP";"Notebook";17.3;"3";1080;0;1920;"Intel";"Core i3";2.0;4;0;256;"SSD";"AMD";"windows";2.5;37243;127
422;"Toshiba";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i5";2.3;4;0;500;"HDD";"Intel";"windows";2.1;41558;100
423;"Asus";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";3.0;80133;127
424;"Microsoft";"Ultrabook";13.5;"1";1504;1;2256;"Intel";"Core M";2.2;4;0;128;"SSD";"Intel";"windows";0.0;52694;201
425;"Asus";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;4;0;256;"SSD";"Intel";"linux";2.0;29784;141
426;"Asus";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i3";2.0;4;0;256;"SSD";"Intel";"linux";2.0;22111;141
427;"HP";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.2;58555;141
428;"Acer";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i5";2.5;4;0;500;"HDD";"Intel";"windows";2.4;29784;100
429;"Lenovo";"Notebook";13.3;"1";1080;0;1920;"Intel";"Core i5";2.5;4;0;128;"SSD";"Intel";"windows";1.44;46940;166
430;"Dell";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";4.42;130874;127
431;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"AMD";"A12-Series 9720P";3.6;12;0;2048;"HDD";"AMD";"windows";2.2;47899;141
432;"Dell";"2 in 1 Convertible";11.6;"1";768;1;1366;"Intel";"Pentium Quad";1.6;4;0;500;"HDD";"Intel";"windows";1.47;25521;135
433;"Dell";"Ultrabook";13.3;"1";1800;1;3200;"Intel";"Core i7";1.8;8;0;256;"SSD";"Intel";"windows";1.2;74539;276
434;"Asus";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;1024;128;"Hybrid";"Nvidia";"windows";2.5;44702;141
435;"HP";"Workstation";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;8;0;500;"HDD";"Nvidia";"windows";3.14;101658;127
436;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i3";2.4;8;0;1024;"HDD";"Nvidia";"windows";2.1;38148;141
437;"Dell";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.0;4;0;1024;"HDD";"Intel";"linux";2.18;23651;100
438;"HP";"Notebook";15.6;"2";1080;0;1920;"AMD";"E-Series E2-9000e";1.5;4;0;500;"HDD";"AMD";"windows";2.1;18595;141
439;"Lenovo";"Notebook";15.6;"2";768;0;1366;"Intel";"Celeron Dual";1.1;4;0;1024;"HDD";"Intel";"windows";2.2;16304;100
440;"Dell";"Notebook";17.3;"3";1080;0;1920;"Intel";"Core i5";1.6;8;1024;128;"Hybrid";"AMD";"linux";2.8;47366;127
441;"Dell";"Workstation";15.6;"2";1080;1;1920;"Intel";"Core i7";2.8;8;0;256;"SSD";"Nvidia";"windows";2.06;93933;141
442;"Lenovo";"Ultrabook";14.0;"1";1440;0;2560;"Intel";"Core i7";2.7;8;0;512;"SSD";"Intel";"windows";1.13;121585;210
443;"HP";"Notebook";13.3;"1";1080;0;1920;"Intel";"Core i7";1.8;16;0;512;"SSD";"Intel";"windows";1.49;63776;166
444;"HP";"Notebook";17.0;"3";900;0;1600;"AMD";"A9-Series 9420";3.0;8;0;1024;"HDD";"AMD";"windows";2.6;27754;108
445;"HP";"Workstation";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;0;256;"SSD";"Nvidia";"windows";2.6;92615;141
446;"Lenovo";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i5";2.5;8;0;2048;"HDD";"Nvidia";"other";2.2;29251;100
447;"Dell";"Netbook";11.6;"1";768;0;1366;"Intel";"Celeron Dual";1.6;4;0;16;"Flash Storage";"Intel";"other";1.26;15718;135
448;"Dell";"Notebook";15.6;"2";768;0;1366;"Intel";"Pentium Quad";1.6;4;0;500;"HDD";"Intel";"windows";2.2;19660;100
449;"Lenovo";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.65;71662;157
450;"Lenovo";"Notebook";17.3;"3";900;0;1600;"AMD";"A6-Series 9220";2.5;8;0;1024;"HDD";"AMD";"windows";2.8;27652;106
451;"Apple";"Ultrabook";12.0;"1";1440;0;2304;"Intel";"Core M";1.2;8;0;256;"SSD";"Intel";"macos";0.92;67261;226
452;"Asus";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;16;1024;128;"Hybrid";"Nvidia";"windows";2.2;77203;141
453;"Lenovo";"Notebook";15.6;"2";2160;0;3840;"Intel";"Xeon E3-1535M";3.1;32;0;1024;"SSD";"Nvidia";"windows";2.5;261019;282
454;"Microsoft";"Ultrabook";13.5;"1";1504;1;2256;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";0.0;71395;201
455;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";1.8;8;2048;128;"Hybrid";"AMD";"windows";2.2;52481;141
456;"Asus";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;1024;128;"Hybrid";"Nvidia";"windows";2.3;87859;141
457;"Toshiba";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";2.0;50243;141
458;"Asus";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";2.0;50350;157
459;"Lenovo";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i7";1.8;8;0;512;"SSD";"Intel";"windows";1.19;79867;166
460;"Lenovo";"Notebook";13.3;"1";1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.4;53813;166
461;"Asus";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";4.3;95851;127
462;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.3;4;0;1024;"HDD";"Intel";"other";2.15;24634;141
463;"Dell";"Ultrabook";13.3;"1";1080;0;1920;"Intel";"Core i5";1.6;8;0;256;"SSD";"Intel";"windows";1.21;86793;166
464;"Acer";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Nvidia";"windows";2.2;44329;141
465;"MSI";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;16;2048;256;"Hybrid";"Nvidia";"windows";1.8;119427;141
466;"Microsoft";"Ultrabook";13.5;"1";1504;1;2256;"Intel";"Core i7";2.5;16;0;512;"SSD";"Intel";"windows";1.25;137942;201
467;"HP";"2 in 1 Convertible";13.3;"1";2160;1;3840;"Intel";"Core i7";1.8;16;0;1024;"SSD";"Intel";"windows";1.29;130483;331
468;"HP";"Notebook";13.3;"1";1080;0;1920;"Intel";"Core i5";1.6;4;0;128;"SSD";"Intel";"windows";1.49;38681;166
469;"Dell";"Gaming";27.3;"3";1440;0;2560;"Intel";"Core i7";2.9;16;1024;256;"Hybrid";"Nvidia";"windows";4.42;149131;108
470;"Lenovo";"Notebook";15.6;"2";768;0;1366;"Intel";"Celeron Quad";1.6;8;0;1024;"HDD";"Intel";"other";2.2;17529;100
471;"Apple";"Ultrabook";15.4;"2";1800;0;2880;"Intel";"Core i7";2.2;16;0;256;"Flash Storage";"Intel";"macos";2.04;114018;221
472;"Acer";"Notebook";15.6;"2";768;0;1366;"Intel";"Pentium Quad";1.1;4;0;1024;"HDD";"Intel";"windows";2.1;19368;100
473;"HP";"Notebook";14.0;"1";768;0;1366;"Intel";"Core i5";2.6;8;0;256;"SSD";"Intel";"windows";2.31;59887;112
474;"MSI";"Gaming";14.0;"1";1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";1.6;100752;157
475;"HP";"Notebook";15.6;"2";768;1;1366;"Intel";"Core i5";2.5;8;0;1024;"HDD";"Intel";"windows";2.04;29784;100
476;"Asus";"Gaming";17.3;"3";1080;0;1920;"AMD";"Ryzen 1600";3.2;8;1024;256;"Hybrid";"AMD";"windows";3.2;90310;127
477;"Vero";"Notebook";14.0;"1";1080;0;1920;"Intel";"Celeron Dual";1.1;4;0;32;"Flash Storage";"Intel";"windows";1.22;10811;157
478;"Dell";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;16;1024;128;"Hybrid";"Nvidia";"windows";4.42;160520;127
479;"Acer";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i5";1.6;1;0;256;"SSD";"Intel";"windows";1.6;53227;166
480;"HP";"Notebook";17.3;"3";900;0;1600;"Intel";"Core i3";2.0;8;0;1024;"HDD";"Intel";"windows";2.65;28992;106
481;"Dell";"Notebook";14.0;"1";768;0;1366;"Intel";"Core i3";2.0;4;0;500;"HDD";"Intel";"windows";1.76;31169;112
482;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.84;60952;141
483;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"AMD";"linux";2.2;39907;141
484;"HP";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i5";2.5;4;0;500;"HDD";"AMD";"windows";1.86;32640;100
485;"Asus";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i5";2.5;4;0;256;"SSD";"Intel";"windows";2.0;31232;100
486;"Dell";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;0;1024;"HDD";"Nvidia";"linux";2.62;49497;141
487;"Toshiba";"Notebook";13.3;"1";1080;0;1920;"Intel";"Core i5";2.5;4;0;128;"SSD";"Intel";"windows";1.05;68465;166
488;"Asus";"Ultrabook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.1;60473;157
489;"Dell";"Ultrabook";15.6;"2";1080;0;1920;"Intel";"Core i5";1.6;8;0;1024;"HDD";"AMD";"windows";0.0;35325;141
490;"HP";"Ultrabook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.5;8;0;256;"SSD";"AMD";"windows";1.84;69104;141
491;"Toshiba";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;500;"HDD";"Intel";"windows";2.0;56690;141
492;"HP";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.0;4;0;500;"HDD";"Intel";"windows";1.86;23390;100
493;"HP";"2 in 1 Convertible";13.3;"1";768;1;1366;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.58;44574;118
494;"HP";"Notebook";13.3;"1";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.49;51149;166
495;"Dell";"Workstation";15.6;"2";2160;1;3840;"Intel";"Core i7";2.8;8;0;256;"SSD";"Nvidia";"windows";1.78;144495;282
496;"HP";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.4;4;0;500;"HDD";"Intel";"windows";2.1;35617;100
497;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Pentium Quad";1.1;4;0;500;"HDD";"Intel";"windows";2.2;18328;141
498;"Dell";"Ultrabook";13.3;"1";1800;1;3200;"Intel";"Core i5";1.6;8;0;256;"SSD";"Intel";"windows";1.23;99580;276
499;"Asus";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i5";1.6;8;0;256;"SSD";"Intel";"windows";1.1;70063;166
500;"Asus";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i3";2.4;4;0;1024;"HDD";"Intel";"windows";2.0;23177;100
501;"Lenovo";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i7";2.7;8;0;512;"SSD";"Intel";"windows";1.37;104962;166
502;"Lenovo";"Netbook";11.6;"1";768;0;1366;"Intel";"Celeron Quad";1.1;4;0;128;"SSD";"Intel";"windows";1.59;29464;135
503;"Dell";"Notebook";14.0;"1";768;0;1366;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.6;60031;112
504;"Acer";"Netbook";11.6;"1";768;0;1366;"Intel";"Celeron Dual";1.6;4;0;32;"Flash Storage";"Intel";"other";1.35;18914;135
505;"Lenovo";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.6;8;0;256;"SSD";"Intel";"windows";1.32;87912;157
506;"MSI";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;16;2048;256;"Hybrid";"Nvidia";"windows";2.43;130483;127
507;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.7;8;0;1024;"HDD";"Nvidia";"other";2.2;36497;141
508;"HP";"Notebook";15.6;"2";768;0;1366;"AMD";"A12-Series 9700P";2.5;8;0;2048;"HDD";"AMD";"windows";2.04;33513;100
509;"Lenovo";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.5;66547;141
510;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";1.6;4;0;1024;"HDD";"AMD";"windows";2.2;41345;141
511;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";2.3;48538;141
512;"Asus";"Notebook";15.6;"2";1080;0;1920;"Intel";"Pentium Dual";1.1;8;0;128;"SSD";"Intel";"windows";2.0;31004;141
513;"Toshiba";"Ultrabook";13.3;"1";1080;0;1920;"Intel";"Core i7";2.5;8;0;256;"SSD";"Intel";"windows";1.2;72621;166
514;"Dell";"Notebook";14.0;"1";768;0;1366;"Intel";"Core i5";2.3;4;0;500;"HDD";"Intel";"windows";1.76;40226;112
515;"Dell";"Ultrabook";13.3;"1";2160;1;3840;"Intel";"Core i5";1.6;8;0;128;"SSD";"Intel";"windows";1.21;85195;331
516;"Dell";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;8;1024;128;"Hybrid";"Nvidia";"windows";2.56;56503;141
517;"Asus";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i5";2.5;8;1024;128;"Hybrid";"Nvidia";"windows";3.0;49977;127
518;"Dell";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.4;8;0;256;"SSD";"Intel";"windows";1.56;65481;157
519;"Dell";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i5";2.5;8;0;1024;"HDD";"AMD";"linux";2.32;31410;100
520;"Asus";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.9;16;0;256;"SSD";"Nvidia";"windows";3.6;159787;127
521;"Asus";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";2.9;81465;127
522;"Apple";"Ultrabook";12.0;"1";1440;0;2304;"Intel";"Core M";1.2;8;0;512;"Flash Storage";"Intel";"macos";0.0;62071;226
523;"HP";"Notebook";15.6;"2";768;0;1366;"Intel";"Core i5";2.5;8;0;128;"SSD";"Intel";"windows";1.91;31382;100
524;"MSI";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;16;1024;256;"Hybrid";"Nvidia";"windows";2.7;85195;127
525;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;4;0;256;"SSD";"AMD";"linux";2.3;31909;141
526;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.7;8;1024;128;"Hybrid";"Nvidia";"windows";2.04;52161;141
527;"Toshiba";"Ultrabook";14.0;"1";1080;0;1920;"Intel";"Core i7";2.6;16;0;512;"SSD";"Nvidia";"windows";1.47;93986;157
528;"HP";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.5;6;0;256;"SSD";"Nvidia";"windows";1.58;35112;157
529;"Lenovo";"Notebook";14.0;"1";768;0;1366;"Intel";"Core i5";2.5;4;0;500;"HDD";"Intel";"windows";2.02;52747;112
530;"Lenovo";"Ultrabook";14.0;"1";1080;0;1920;"Intel";"Core i7";2.7;16;0;512;"SSD";"Intel";"windows";1.14;130536;157
531;"Dell";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.8;32;1024;1024;"Hybrid";"Nvidia";"windows";4.42;191211;127
532;"Lenovo";"2 in 1 Convertible";13.3;"1";1080;1;1920;"Intel";"Core i5";2.5;8;0;512;"SSD";"Intel";"windows";1.37;97236;166
533;"HP";"Notebook";17.3;"3";900;0;1600;"Intel";"Core i3";2.0;8;0;256;"SSD";"Intel";"windows";2.5;34094;106
534;"Dell";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i3";2.0;4;0;1024;"HDD";"AMD";"windows";2.2;23923;141
535;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.3;8;1024;128;"Hybrid";"Nvidia";"windows";2.6;42038;141
536;"HP";"Netbook";12.5;"1";1080;0;1920;"Intel";"Core i7";2.7;8;0;512;"SSD";"Intel";"windows";1.26;79014;176
537;"Dell";"Notebook";15.6;"2";2160;1;3840;"Intel";"Core i7";2.8;32;0;1024;"SSD";"Nvidia";"windows";2.06;140606;282
538;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i5";2.5;6;0;256;"SSD";"Nvidia";"windows";2.4;37030;141
539;"HP";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.7;8;0;256;"SSD";"Intel";"windows";1.84;64948;141
540;"Lenovo";"Notebook";15.6;"2";768;0;1366;"Intel";"Celeron Dual";1.1;4;0;500;"HDD";"Intel";"windows";2.2;22324;100
541;"Dell";"Notebook";17.3;"3";1080;0;1920;"Intel";"Core i7";1.8;16;2048;256;"Hybrid";"AMD";"windows";2.8;69211;127
542;"HP";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i5";2.3;8;1024;128;"Hybrid";"Nvidia";"windows";2.75;74539;127
543;"Lenovo";"2 in 1 Convertible";14.0;"1";1080;1;1920;"Intel";"Core i7";2.5;8;0;256;"SSD";"Intel";"windows";1.8;88924;157
544;"MSI";"Gaming";17.3;"3";1080;0;1920;"Intel";"Core i7";2.7;16;1024;128;"Hybrid";"Nvidia";"windows";4.5;125155;127
545;"Acer";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i3";2.4;8;0;128;"SSD";"Intel";"windows";1.5;32980;157
546;"Dell";"Notebook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.8;8;0;256;"SSD";"Nvidia";"linux";1.64;58022;157
547;"Lenovo";"Workstation";15.6;"2";1080;0;1920;"Intel";"Core i7";2.5;16;0;512;"SSD";"Nvidia";"windows";2.18;98834;141
548;"Lenovo";"Ultrabook";14.0;"1";1080;0;1920;"Intel";"Core i5";2.5;8;0;256;"SSD";"Intel";"windows";1.32;79867;157
549;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"AMD";"A10-Series 9600P";2.4;6;0;1024;"HDD";"AMD";"windows";2.4;26587;141
550;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.6;8;0;256;"SSD";"Intel";"windows";2.3;81465;141
551;"Dell";"Notebook";17.3;"3";900;0;1600;"Intel";"Core i3";2.0;4;0;1024;"HDD";"AMD";"windows";2.36;35112;106
552;"Asus";"Gaming";15.6;"2";1080;0;1920;"Intel";"Core i7";2.8;16;1024;128;"Hybrid";"Nvidia";"windows";2.1;101179;141
553;"Lenovo";"Notebook";15.6;"2";1080;0;1920;"Intel";"Core i7";2.7;4;0;1024;"HDD";"Intel";"windows";1.85;41505;141
